MAZ,TAZ,PUMA
219261,200855,08519
219262,200855,08519
219263,200259,08519
219265,200857,08519
219266,200943,08517
219267,200943,08517
219268,200943,08517
219269,200943,08517
219273,200897,08517
219274,200897,08517
219275,200897,08517
219279,200601,08517
219280,200982,08510
219281,201027,08510
219284,200998,08510
219287,200488,08510
219288,200999,08510
219290,201036,08512
219291,201038,08512
219292,201038,08512
219293,201038,08512
219294,201038,08512
219295,200468,08512
219297,200402,08508
219298,200021,08508
219300,200204,08508
219301,200333,08512
219302,200333,08512
219308,200616,08512
219311,200743,08507
219312,200251,08519
219315,200708,08519
219317,201072,08519
219319,201072,08519
219320,200218,08519
219323,200218,08519
219325,200218,08519
219327,200218,08519
219329,200785,08520
219331,200785,08520
219332,200720,08520
219343,200375,08522
219347,200461,08522
219349,200507,08522
219350,200026,08522
219354,200194,08518
219358,200518,08518
219361,200190,08518
219362,200190,08518
219363,200022,08522
219364,200009,08522
219372,200248,08518
219375,200186,08505
219379,200450,08521
219381,200230,08520
219382,200696,08520
219383,200696,08520
219384,200981,08520
219385,200631,08512
219386,200732,08512
219387,200732,08512
219388,200680,08512
219389,200680,08512
219400,200986,08512
219401,200108,08512
219402,200095,08512
219403,200095,08512
219405,200745,08520
219406,200153,08520
219409,200720,08520
219410,200079,08511
219411,200094,08520
219413,200784,08520
219417,201023,08522
219419,200126,08520
219420,200165,08520
219422,200164,08520
219424,200275,08505
219425,200803,08518
219427,200596,08520
219432,200536,08508
219433,200069,08508
219434,200069,08508
219437,200793,08508
219439,200383,08517
219440,201077,08517
219443,201073,08521
219449,200361,08508
219451,200878,08508
219452,200878,08508
219453,200878,08508
219454,200639,08508
219455,200914,08519
219456,200915,08519
219457,200915,08519
219458,200915,08519
219459,200916,08519
219460,200917,08519
219461,200919,08519
219462,200921,08519
219463,200921,08519
219465,200907,08519
219466,200258,08519
219473,200825,08506
219477,200662,08506
219480,200662,08506
219482,200241,08506
219486,200667,08506
219487,200666,08506
219489,200665,08506
219490,200101,08506
219491,200619,08506
219493,200101,08506
219499,200855,08519
219500,200259,08519
219501,200859,08519
219502,200859,08519
219504,200949,08519
219505,200949,08519
219507,200356,08515
219508,200205,08515
219511,200408,08522
219512,200408,08522
219514,200272,08512
219515,200272,08512
219516,200735,08512
219517,200333,08512
219518,200333,08512
219526,200933,08522
219529,200933,08522
219532,200758,08519
219533,200758,08519
219534,200758,08519
219535,200758,08519
219537,200162,08519
219538,200162,08519
219541,200304,08519
219550,200377,08516
219551,200377,08516
219554,200472,08516
219555,200152,08520
219558,200643,08505
219560,200316,08512
219563,200272,08512
219564,200248,08518
219565,200209,08518
219566,200518,08518
219567,200648,08518
219568,200648,08518
219569,200197,08518
219573,200741,08507
219579,200517,08507
219582,200744,08507
219583,200723,08507
219584,200723,08507
219586,200723,08507
219589,200640,08516
219603,200222,08522
219604,200471,08516
219611,200883,08517
219639,200584,08508
219640,200021,08508
219642,200739,08507
219659,200825,08506
219661,200825,08506
219668,200464,08506
219681,200666,08506
219682,200667,08506
219683,200713,08506
219685,200381,08517
219686,200381,08517
219687,200381,08517
219689,200378,08517
219691,200383,08517
219692,200383,08517
219696,200107,08515
219699,200958,08515
219702,201078,08517
219705,201049,08511
219707,201049,08511
219708,200088,08511
219709,200088,08511
219711,200144,08518
219713,200606,08516
219718,200062,08515
219719,200062,08515
219728,200237,08516
219734,200320,08516
219739,200422,08516
219743,200752,08521
219746,200699,08521
219749,200268,08512
219750,200268,08512
219758,200046,08522
219764,200154,08520
219767,200681,08511
219768,200412,08511
219770,200941,08512
219775,201035,08512
219778,200843,08508
219780,200554,08508
219789,201089,08519
219791,200930,08516
219798,201022,08522
219806,200793,08508
219808,200262,08507
219810,200436,08508
219814,200922,08507
219816,200970,08507
219823,200971,08507
219826,200007,08507
219827,200038,08522
219836,200577,08516
219849,200210,08515
219850,200134,08515
219861,200074,08506
219862,200074,08506
219863,200060,08506
219864,200060,08506
219874,200058,08506
219875,200656,08506
219877,200117,08506
219878,200157,08506
219881,200662,08506
219883,200420,08506
219884,200420,08506
219889,200117,08506
219892,200420,08506
219894,200660,08506
219895,200101,08506
219898,200315,08507
219901,200315,08507
219904,200863,08519
219905,200865,08519
219906,200866,08519
219916,200961,08515
219918,200062,08515
219920,200970,08507
219922,200481,08508
219923,200634,08508
219924,200634,08508
219926,200972,08519
219929,200972,08519
219931,200972,08519
219932,200859,08519
219933,200859,08519
219934,200859,08519
219935,200949,08519
219936,200949,08519
219937,200949,08519
219938,200158,08519
219940,200158,08519
219943,200353,08515
219946,200110,08510
219951,200159,08510
219955,200907,08519
219956,200907,08519
219957,200257,08519
219960,200258,08519
219961,200732,08512
219962,200681,08511
219963,200267,08512
219965,200268,08512
219967,200528,08516
219968,200625,08516
219970,200627,08516
219974,200673,08516
219975,200790,08507
219979,200791,08507
219980,200792,08507
219983,200255,08507
219984,200255,08507
219988,200441,08507
219990,200213,08507
219992,200442,08507
219994,200346,08511
219995,200346,08511
219996,200087,08511
219997,200087,08511
219998,200087,08511
220000,200490,08511
220001,200490,08511
220007,200277,08505
220008,200692,08505
220009,200567,08505
220010,200567,08505
220017,200306,08520
220019,200567,08505
220021,200496,08505
220027,200282,08505
220029,200693,08520
220034,200031,08518
220035,200183,08505
220039,201080,08518
220044,200534,08512
220045,200534,08512
220048,200066,08511
220049,200066,08511
220055,201071,08507
220057,201031,08507
220059,200673,08516
220060,201013,08516
220061,201013,08516
220062,201013,08516
220064,200017,08516
220065,200017,08516
220074,200152,08520
220076,200065,08520
220077,200005,08520
220088,200597,08505
220094,200391,08508
220096,200390,08508
220098,201064,08508
220099,201065,08508
220101,200438,08507
220105,200996,08507
220108,200255,08507
220109,200255,08507
220110,200007,08507
220112,200021,08508
220113,200862,08510
220114,200681,08511
220115,200681,08511
220118,200589,08508
220120,200503,08508
220121,200308,08508
220124,200551,08508
220125,200412,08511
220127,201036,08512
220129,201036,08512
220130,201037,08512
220131,200599,08508
220136,200930,08516
220145,200426,08516
220147,200237,08516
220150,200437,08507
220151,200299,08507
220154,200110,08510
220158,200191,08510
220159,200191,08510
220161,200899,08510
220162,200899,08510
220164,200303,08510
220165,200189,08510
220166,200188,08510
220185,200604,08517
220187,200011,08517
220189,200383,08517
220192,200431,08517
220196,201042,08517
220197,201042,08517
220198,200997,08517
220199,200725,08516
220207,200214,08512
220208,200743,08507
220213,200558,08522
220214,201079,08518
220215,200263,08507
220225,200381,08517
220228,200324,08517
220230,201047,08517
220237,201047,08517
220242,200071,08511
220246,200380,08517
220260,200079,08511
220262,200825,08506
220263,200825,08506
220264,200825,08506
220270,200825,08506
220274,200617,08506
220277,200665,08506
220278,200656,08506
220284,200059,08506
220288,200675,08522
220293,200574,08522
220299,200598,08508
220302,200427,08516
220305,200431,08517
220306,200431,08517
220307,200431,08517
220308,200431,08517
220310,200431,08517
220314,200934,08517
220315,200434,08517
220316,200480,08517
220317,200480,08517
220324,200958,08515
220326,200958,08515
220328,200958,08515
220332,200960,08515
220333,200960,08515
220337,200981,08520
220338,200567,08505
220339,200140,08505
220340,200568,08505
220341,200339,08505
220342,200643,08505
220343,200155,08520
220351,200886,08505
220354,200751,08518
220355,200183,08505
220356,200342,08505
220357,200444,08505
220360,200698,08505
220361,200698,08505
220362,200050,08521
220363,200394,08505
220365,200796,08521
220368,200102,08510
220372,200958,08515
220374,200301,08507
220377,200286,08510
220378,200286,08510
220379,200861,08510
220380,200861,08510
220381,200861,08510
220386,200861,08510
220387,200476,08516
220390,200237,08516
220392,200522,08516
220393,200524,08516
220395,200336,08507
220396,200391,08508
220398,200436,08508
220399,200393,08508
220400,201064,08508
220401,200023,08522
220414,200881,08517
220417,200458,08522
220421,200149,08516
220429,200376,08516
220430,200443,08507
220433,200317,08522
220434,200377,08516
220437,200825,08506
220439,200825,08506
220441,200825,08506
220448,200619,08506
220457,200101,08506
220459,200661,08506
220493,200528,08516
220504,200321,08517
220508,200596,08520
220509,200597,08505
220511,200697,08520
220513,200614,08520
220516,200533,08512
220517,200006,08506
220521,200389,08508
220522,200389,08508
220525,200946,08517
220526,200266,08512
220529,201075,08515
220531,200012,08517
220532,200012,08517
220533,200012,08517
220537,201043,08517
220538,201043,08517
220539,201043,08517
220541,201046,08517
220542,200381,08517
220550,200431,08517
220555,200369,08510
220562,200432,08517
220572,200604,08517
220578,200825,08506
220580,200825,08506
220585,200825,08506
220588,200015,08506
220589,200530,08506
220592,200076,08506
220596,200075,08506
220597,200008,08506
220600,200529,08506
220603,200668,08506
220607,200464,08506
220609,200419,08506
220610,200667,08506
220613,200659,08506
220616,200072,08506
220618,200530,08506
220620,200314,08507
220626,200315,08507
220629,200314,08507
220630,200256,08507
220634,200590,08508
220637,200067,08508
220639,200067,08508
220640,200070,08508
220648,201087,08522
220649,200870,08519
220650,200870,08519
220652,201024,08522
220654,200375,08522
220655,201026,08522
220656,200574,08522
220658,200523,08522
220659,200557,08508
220660,200003,08508
220661,200893,08508
220662,200893,08508
220665,200598,08508
220666,200598,08508
220676,200022,08522
220688,200726,08516
220689,201047,08517
220691,200323,08517
220693,200381,08517
220695,200327,08517
220698,200327,08517
220700,200328,08517
220703,200516,08507
220706,200484,08517
220710,200484,08517
220711,201078,08517
220715,200401,08510
220716,200401,08510
220717,200457,08510
220718,200457,08510
220719,200955,08511
220720,200223,08519
220726,200883,08517
220728,200883,08517
220735,200192,08519
220736,200192,08519
220739,200065,08520
220742,200006,08506
220743,200006,08506
220746,200006,08506
220749,200534,08512
220751,200396,08521
220753,200398,08521
220758,200341,08521
220759,200341,08521
220763,200783,08511
220770,200377,08516
220777,200595,08505
220778,200566,08505
220783,200208,08518
220790,200184,08505
220791,200698,08505
220794,200006,08506
220797,200053,08521
220804,200277,08505
220806,200805,08518
220807,200805,08518
220810,200250,08518
220811,201079,08518
220814,200198,08518
220817,200439,08507
220818,200439,08507
220829,200722,08507
220831,200862,08510
220834,200203,08510
220835,200404,08510
220836,200456,08510
220839,200454,08510
220840,200454,08510
220842,200750,08521
220843,200200,08510
220846,200956,08511
220847,200599,08508
220850,200846,08517
220851,200846,08517
220852,200846,08517
220853,200556,08517
220854,200386,08517
220855,201037,08512
220856,201037,08512
220858,200335,08512
220859,200332,08512
220865,200389,08508
220867,200436,08508
220868,200393,08508
220869,200393,08508
220872,201064,08508
220873,201064,08508
220874,201064,08508
220875,201064,08508
220876,201064,08508
220877,201065,08508
220878,201065,08508
220879,201065,08508
220880,200903,08511
220881,201018,08516
220886,200019,08507
220887,200019,08507
220888,200013,08507
220891,201030,08507
220892,201030,08507
220897,200261,08507
220921,200993,08517
220922,200993,08517
220925,200297,08507
220931,200440,08507
220944,200878,08508
220945,200484,08517
220947,200578,08516
220949,200687,08507
220955,200997,08517
220961,200827,08507
220962,200945,08517
220965,200678,08516
220971,200600,08517
220988,201022,08522
220991,200926,08507
221005,200825,08506
221022,200618,08506
221026,200082,08506
221028,200713,08506
221029,200253,08506
221031,200241,08506
221032,200713,08506
221033,200618,08506
221036,200119,08506
221038,200658,08506
221039,200419,08506
221041,200072,08506
221051,200256,08507
221056,200315,08507
221057,200315,08507
221073,200103,08519
221074,200810,08519
221075,200810,08519
221076,200811,08519
221077,200812,08519
221078,200310,08519
221079,200310,08519
221081,200814,08519
221082,200814,08519
221085,200959,08515
221102,200825,08506
221111,200157,08506
221116,200314,08507
221117,200256,08507
221118,200256,08507
221122,200256,08507
221123,200598,08508
221124,200844,08508
221125,200845,08517
221126,200845,08517
221127,200847,08517
221128,200847,08517
221131,200143,08521
221132,200543,08521
221136,200138,08521
221137,200480,08517
221138,200480,08517
221139,200480,08517
221141,200484,08517
221143,200759,08510
221144,200349,08510
221146,200403,08510
221150,200403,08510
221152,200403,08510
221153,200029,08521
221154,200747,08510
221155,200784,08520
221156,200785,08520
221159,200079,08511
221163,201024,08522
221166,200028,08522
221171,200683,08512
221172,200580,08512
221173,200467,08512
221182,200696,08520
221183,200696,08520
221184,200981,08520
221185,200850,08520
221186,200331,08512
221187,200331,08512
221189,200645,08505
221190,200595,08505
221191,200645,08505
221192,200645,08505
221194,200969,08505
221197,200967,08505
221198,200287,08510
221199,200415,08510
221205,200069,08508
221206,200069,08508
221211,200326,08517
221216,201064,08508
221217,201064,08508
221218,201064,08508
221222,201065,08508
221223,200540,08507
221225,200933,08522
221252,200046,08522
221256,200553,08508
221264,200077,08512
221266,200316,08512
221269,200825,08506
221274,200825,08506
221279,200670,08506
221283,200059,08506
221291,200081,08506
